17:12:40.463,3.38
17:13:00.368,3.37
17:13:27.461,3.38
17:14:15.858,3.38
17:14:35.982,3.37
17:14:55.957,3.37
17:15:15.802,3.37
17:15:36.036,3.38
17:15:55.890,3.37
17:16:15.803,3.37
17:16:36.000,3.38
17:16:55.888,3.37
17:17:15.792,3.37
17:17:35.782,3.37
17:17:55.753,3.37
17:18:15.766,3.38
17:18:35.990,3.38
17:18:55.763,3.37
17:19:15.775,3.37
17:19:35.815,3.37
17:19:55.926,3.38
17:20:15.713,3.37
17:20:35.723,3.37
17:20:55.790,3.37
17:21:15.910,3.38
17:21:36.010,3.38
17:21:55.813,3.38
17:22:15.957,3.38
17:22:35.901,3.37
17:22:56.065,3.37
17:23:16.092,3.38
17:23:36.055,3.37
17:24:35.753,3.37
17:24:56.167,3.38
17:25:15.841,3.38
17:25:35.755,3.37
17:25:55.878,3.37
17:26:15.842,3.37
17:26:35.862,3.37
17:26:55.854,3.37
17:27:15.732,3.37
17:27:35.793,3.37
17:27:55.881,3.37
17:28:15.713,3.37
17:28:35.726,3.37
17:28:55.786,3.37
17:29:15.714,3.37
17:29:36.012,3.38
17:29:55.763,3.37
17:30:15.704,3.37
17:30:36.085,3.37
17:30:55.776,3.38
17:31:36.500,3.37
17:31:55.779,3.37
17:32:15.726,3.38
17:32:35.750,3.37
17:32:55.808,3.37
17:33:35.762,3.37
17:33:55.737,3.37
17:34:15.733,3.37
17:34:35.950,3.37
17:34:55.934,3.38
17:35:15.859,3.37
17:35:35.973,3.38
17:35:55.894,3.37
17:36:15.805,3.38
17:36:36.042,3.38
17:36:55.996,3.37
17:37:16.092,3.38
17:37:35.792,3.38
17:38:15.776,3.37
17:38:36.026,3.38
17:38:55.841,3.37
17:39:15.773,3.37
17:39:35.753,3.37
17:39:55.793,3.37
17:40:16.088,3.38
17:40:36.052,3.37
17:40:55.881,3.37
17:41:16.190,3.37
17:41:35.750,3.37
17:41:55.828,3.37
17:42:15.905,3.37
17:42:35.766,3.37
17:42:56.700,3.38
17:43:16.170,3.38
17:43:35.766,3.37
17:43:55.910,3.38
17:44:15.921,3.38
17:44:35.801,3.37
17:44:55.841,3.38
17:45:15.802,3.38
17:45:36.256,3.37
17:45:55.884,3.37
17:46:15.828,3.37
17:46:35.757,3.37
17:46:55.875,3.37
17:47:15.740,3.37
17:47:35.795,3.37
17:47:55.832,3.37
17:48:15.743,3.37
17:48:35.773,3.37
17:48:56.082,3.37
17:49:15.934,3.38
17:49:35.785,3.37
17:49:55.966,3.38
17:50:15.930,3.38
17:50:36.035,3.38
17:50:55.994,3.38
17:51:16.046,3.38
17:51:36.088,3.38
17:51:55.875,3.37
17:52:16.006,3.38
17:52:36.043,3.38
17:52:55.756,3.38
17:53:16.111,3.38
17:53:36.026,3.38
17:53:55.749,3.38
17:54:16.061,3.38
17:54:35.798,3.38
17:54:56.016,3.38
17:55:36.061,3.38
17:55:55.798,3.38
17:56:16.079,3.38
17:56:36.035,3.38
17:56:55.911,3.38
17:57:16.115,3.38
17:57:36.073,3.38
17:57:55.813,3.38
17:58:16.020,3.38
17:58:36.082,3.38
17:58:55.951,3.38
17:59:16.108,3.38
17:59:36.003,3.38
17:59:56.255,3.38
18:00:16.035,3.38
18:00:35.990,3.38
18:00:55.953,3.38
18:01:15.911,3.38
18:01:35.966,3.37
18:01:55.917,3.38
18:02:15.940,3.38
18:02:36.141,3.38
18:02:55.957,3.38
18:03:15.851,3.38
18:03:35.967,3.38
18:03:55.862,3.38
18:04:16.036,3.38
18:04:36.818,3.38
18:04:55.973,3.38
18:05:16.052,3.38
18:05:36.091,3.38
18:05:56.025,3.38
18:06:16.045,3.38
18:06:36.016,3.38
18:06:56.002,3.38
18:07:15.950,3.38
18:07:36.145,3.38
18:07:56.128,3.38
18:08:16.187,3.38
18:08:35.976,3.38
18:08:55.938,3.38
18:09:15.986,3.38
18:09:36.069,3.38
18:09:55.992,3.38
18:10:16.115,3.38
18:10:36.055,3.38
18:10:55.930,3.38
18:11:16.069,3.38
18:11:35.857,3.38
18:11:56.075,3.38
18:12:15.980,3.38
18:12:35.961,3.38
18:12:55.904,3.38
18:13:16.003,3.38
18:13:36.038,3.38
18:13:56.055,3.38
18:14:15.881,3.38
18:14:36.071,3.38
18:14:55.960,3.38
18:15:16.032,3.38
18:15:36.072,3.38
18:15:55.953,3.38
18:16:15.898,3.38
18:16:36.078,3.38
18:16:56.056,3.38
18:17:16.157,3.38
18:17:36.171,3.38
18:17:55.950,3.38
18:18:16.092,3.38
18:18:35.924,3.38
18:18:55.957,3.38
18:19:15.950,3.38
18:19:36.105,3.38
18:19:56.010,3.38
18:20:15.986,3.38
18:20:36.032,3.38
18:20:55.970,3.38
18:21:16.049,3.38
18:21:36.176,3.38
18:21:55.979,3.37
18:22:16.085,3.38
18:22:36.260,3.38
18:22:56.013,3.38
18:23:15.989,3.38
18:23:36.038,3.38
18:23:55.987,3.38
18:24:16.069,3.38
18:24:36.053,3.38
18:24:55.901,3.38
18:25:16.075,3.38
18:25:36.042,3.38
18:25:56.042,3.38
18:26:15.897,3.38
18:26:36.049,3.38
18:26:56.006,3.38
18:27:16.075,3.38
18:27:36.062,3.38
18:27:55.881,3.38
18:28:16.107,3.38
18:28:36.055,3.38
18:28:55.825,3.38
18:29:15.990,3.38
18:29:35.976,3.38
18:29:56.052,3.38
18:30:15.986,3.38
18:30:35.773,3.37
18:30:55.752,3.38
18:31:16.016,3.38
18:31:35.971,3.38
18:31:56.188,3.38
18:32:16.000,3.38
18:32:56.082,3.38
18:33:15.950,3.38
18:33:36.059,3.38
18:33:55.908,3.38
18:34:16.053,3.38
18:34:35.821,3.38
18:34:55.994,3.38
18:35:16.038,3.38
18:35:35.943,3.38
18:35:55.989,3.38
18:36:16.039,3.38
18:36:35.809,3.38
18:36:55.997,3.38
18:37:16.053,3.38
18:37:36.019,3.38
18:37:56.023,3.37
18:38:15.943,3.38
18:38:35.868,3.38
18:38:56.036,3.38
18:39:16.207,3.38
18:39:35.918,3.38
18:39:55.802,3.38
18:40:16.066,3.38
18:40:36.135,3.38
18:40:56.065,3.38
18:41:16.125,3.38
18:41:36.127,3.38
18:41:56.048,3.38
18:42:16.000,3.37
18:42:36.213,3.38
18:42:56.039,3.38
18:43:15.980,3.37
18:43:36.049,3.38
18:43:56.015,3.38
18:44:15.890,3.38
18:44:36.454,3.38
18:44:55.821,3.38
18:45:15.973,3.38
18:45:36.052,3.38
18:45:56.036,3.38
18:46:15.984,3.38
18:46:36.122,3.38
18:46:55.839,3.38
18:47:15.894,3.38
18:47:36.062,3.37
18:47:56.065,3.38
18:48:15.928,3.38
18:48:36.082,3.37
18:48:56.042,3.38
18:49:15.915,3.38
18:49:36.134,3.38
18:49:55.924,3.38
18:50:15.861,3.38
18:50:36.000,3.38
18:50:56.095,3.38
18:51:15.947,3.38
18:51:35.904,3.38
18:51:56.065,3.38
18:52:16.030,3.38
18:52:35.911,3.38
18:52:56.081,3.37
18:53:16.137,3.38
18:53:36.088,3.38
18:53:55.880,3.38
18:54:15.973,3.38
18:54:36.012,3.38
18:54:55.790,3.38
18:55:16.084,3.38
18:55:35.920,3.38
18:55:56.072,3.38
18:56:16.066,3.38
18:56:36.030,3.38
18:56:56.000,3.38
18:57:16.138,3.37
18:57:36.065,3.38
18:57:55.997,3.38
18:58:16.171,3.37
18:58:36.096,3.38
18:58:55.924,3.38
18:59:15.993,3.38
18:59:36.075,3.38
18:59:55.954,3.37
19:00:16.007,3.38
19:00:35.803,3.38
19:00:55.963,3.38
19:01:16.017,3.38
19:01:35.928,3.37
19:01:55.966,3.38
19:02:16.030,3.38
19:02:35.984,3.37
19:02:56.052,3.38
19:03:16.068,3.38
19:03:36.177,3.37
19:03:56.072,3.38
19:04:16.040,3.38
19:04:35.898,3.38
19:04:56.073,3.38
19:05:16.150,3.37
19:05:36.007,3.38
19:05:56.236,3.37
19:06:16.062,3.38
19:06:35.933,3.38
19:06:56.082,3.37
19:07:16.003,3.38
19:07:35.917,3.38
19:07:56.233,3.37
19:08:15.967,3.38
19:08:35.930,3.38
19:08:56.092,3.37
19:09:16.078,3.38
19:09:36.025,3.37
19:09:55.806,3.37
19:10:15.989,3.38
19:10:36.040,3.37
19:10:55.911,3.37
19:11:16.138,3.37
19:11:36.036,3.37
